"363"  "INT_52050"  "Exports to China"  "Global Integration"
"364"  "INT_52051"  "Exports to Haiti"  "Global Integration"
"365"  "INT_52052"  "Exports to Argentina"  "Global Integration"
"366"  "INT_521"  "Share of Exports to LAC"  "Global Integration"
"367"  "INT_522"  "Share of Exports to North America"  "Global Integration"
"368"  "INT_523"  "Share of Exports to Europe"  "Global Integration"
"369"  "INT_524"  "Share of Exports to Asia"  "Global Integration"
"370"  "INT_52900"  "Share of Exports to Peru"  "Global Integration"
"371"  "INT_52901"  "Share of Exports to MERCOSUR, Chile, Bolivia"  "Global Integration"
"372"  "INT_52902"  "Share of Exports to Belize"  "Global Integration"
"373"  "INT_52903"  "Share of Exports to Barbados"  "Global Integration"
"374"  "INT_52905"  "Share of Exports to Rest of Latinam."  "Global Integration"
"375"  "INT_52906"  "Share of Exports to Jamaica"  "Global Integration"
"376"  "INT_52907"  "Share of Exports to Saint Lucia"  "Global Integration"
"377"  "INT_52908"  "Share of Exports to Rest of ALADI"  "Global Integration"
"378"  "INT_52909"  "Share of Exports to United States"  "Global Integration"
"379"  "INT_52910"  "Share of Exports to Trinidad and Tobago"  "Global Integration"
"380"  "INT_52911"  "Share of Exports to El Salvador"  "Global Integration"
"381"  "INT_52912"  "Share of Exports to Venezuela"  "Global Integration"
"382"  "INT_52913"  "Share of Exports to Guyana"  "Global Integration"
"383"  "INT_52914"  "Share of Exports to G-3"  "Global Integration"
"384"  "INT_52915"  "Share of Exports to Costa Rica"  "Global Integration"
"385"  "INT_52916"  "Share of Exports to Japan"  "Global Integration"
"386"  "INT_52917"  "Share of Exports to Suriname"  "Global Integration"
"387"  "INT_52918"  "Share of Exports to Mexico"  "Global Integration"
"388"  "INT_52919"  "Share of Exports to Ecuador"  "Global Integration"
"389"  "INT_52920"  "Share of Exports to Saint Kitts and Nevis"  "Global Integration"
"390"  "INT_52921"  "Share of Exports to Saint Vincent and the Grenadines"  "Global Integration"
"391"  "INT_52922"  "Share of Exports to ALADI"  "Global Integration"
"392"  "INT_52923"  "Share of Exports to Korea, Republic of"  "Global Integration"
"393"  "INT_52924"  "Share of Exports to Grenada"  "Global Integration"
"394"  "INT_52925"  "Share of Exports to Brazil"  "Global Integration"
"395"  "INT_52926"  "Share of Exports to Dominican Republic"  "Global Integration"
"396"  "INT_52927"  "Share of Exports to MCCA"  "Global Integration"
"397"  "INT_52928"  "Share of Exports to Chile"  "Global Integration"
"398"  "INT_52929"  "Share of Exports to UE27"  "Global Integration"
"399"  "INT_52930"  "Share of Exports to Guatemala"  "Global Integration"
"400"  "INT_52931"  "Share of Exports to Montserrat"  "Global Integration"
"401"  "INT_52932"  "Share of Exports to Bolivia"  "Global Integration"
"402"  "INT_52933"  "Share of Exports to NAFTA"  "Global Integration"
"403"  "INT_52934"  "Share of Exports to Latin America"  "Global Integration"
"404"  "INT_52935"  "Share of Exports to CARICOM"  "Global Integration"
"405"  "INT_52936"  "Share of Exports to Uruguay"  "Global Integration"
"406"  "INT_52937"  "Share of Exports to Canada"  "Global Integration"
"407"  "INT_52938"  "Share of Exports to Bahamas"  "Global Integration"
"408"  "INT_52939"  "Share of Exports to MERCOSUR"  "Global Integration"
"409"  "INT_52940"  "Share of Exports to Hemisphere"  "Global Integration"
"410"  "INT_52941"  "Share of Exports to Honduras"  "Global Integration"
"411"  "INT_52942"  "Share of Exports to Latin America and the Caribbean"  "Global Integration"
"412"  "INT_52943"  "Share of Exports to Dominica"  "Global Integration"
"413"  "INT_52944"  "Share of Exports to ASEAN"  "Global Integration"
"414"  "INT_52945"  "Share of Exports to Nicaragua"  "Global Integration"
"415"  "INT_52946"  "Share of Exports to Antigua and Barbuda"  "Global Integration"
"416"  "INT_52947"  "Share of Exports to Paraguay"  "Global Integration"
"417"  "INT_52948"  "Share of Exports to C.ANDINA"  "Global Integration"
"418"  "INT_52949"  "Share of Exports to Colombia"  "Global Integration"
"419"  "INT_52950"  "Share of Exports to China"  "Global Integration"
"420"  "INT_52951"  "Share of Exports to Haiti"  "Global Integration"
"421"  "INT_52952"  "Share of Exports to Argentina"  "Global Integration"
"422"  "INT_5701"  "Tech. Content of Exports: Primary Products (US$ '000)"  "Global Integration"
"423"  "INT_5702"  "Tech. Content-Exports: Resource-Based Manufactures(US$ '000)"  "Global Integration"
"424"  "INT_5703"  "Tech. Content of Exports: Low-Tech. Manufactures (US$ '000)"  "Global Integration"
"425"  "INT_5704"  "Tech. Content - Exports: Medium Tech. Manufactures(US$ '000)"  "Global Integration"
"426"  "INT_5705"  "Tech. Content of Exports: High-Tech. Manufactures (US$ '000)"  "Global Integration"
"427"  "INT_5706"  "Technological Content of Exports: Other (US$ '000)"  "Global Integration"
"428"  "INT_571"  "Share of Primary Products in Exports"  "Global Integration"
"429"  "INT_572"  "Share of Resource-Based and Low-Tech. Products in Exports"  "Global Integration"
"430"  "INT_573"  "Share of Medium and High-Technology Products in Exports"  "Global Integration"
"431"  "INT_5791"  "Technological Content of Exports: Primary Products (%)"  "Global Integration"
"432"  "INT_5792"  "Tech. Content of Exports: Resource-Based Manufactures (%)"  "Global Integration"
"433"  "INT_5793"  "Tech. Content of Exports: Low-Technology Manufactures (%)"  "Global Integration"
"434"  "INT_5794"  "Tech. Content in Exports: Medium Tech. Manufactures (%)"  "Global Integration"
"435"  "INT_5795"  "Tech.  Content of Exports: High-Tech. Manufactures (%)"  "Global Integration"
"436"  "INT_5796"  "Technological Content of Exports: Other (%)"  "Global Integration"
"437"  "INT_5801"  "Exports by Sector: Food (US$ '000)"  "Global Integration"
"438"  "INT_5802"  "Exports by Sector: Agri. Raw Materials (US$ '000)"  "Global Integration"
"439"  "INT_5803"  "Exports by Sector: Metals (US$ '000)"  "Global Integration"
"440"  "INT_5804"  "Exports by Sector: Fuels (US$ '000)"  "Global Integration"
"441"  "INT_5805"  "Exports by Sector: Manufactures (US$ '000)"  "Global Integration"
"442"  "INT_5806"  "Exports by Sector: Other (US$ '000)"  "Global Integration"
"443"  "INT_5891"  "Exports by Sector: Food (%)"  "Global Integration"
"444"  "INT_5892"  "Exports by Sector: Agricultural Raw Materials (%)"  "Global Integration"
"445"  "INT_5893"  "Exports by Sector: Metals (%)"  "Global Integration"
"446"  "INT_5894"  "Exports by Sector: Fuels (%)"  "Global Integration"
"447"  "INT_5895"  "Exports by Sector: Manufactures (%)"  "Global Integration"
"448"  "INT_5896"  "Exports by Sector: Other (%)"  "Global Integration"
"449"  "INT_6001"  "% of Exports to the Top Partner"  "Global Integration"
"450"  "INT_6002"  "% of Exports to the Top Two Partners"  "Global Integration"
"451"  "INT_6003"  "% of Exports to the Top Three Partners"  "Global Integration"
"452"  "INT_6004"  "% of Exports to the Top Four Partners"  "Global Integration"
"453"  "INT_6005"  "% of Exports to the Top Five Partners"  "Global Integration"
"454"  "INT_6006"  "% of Exports to the Top Ten Partners"  "Global Integration"
"455"  "INT_6007"  "% of Exports to the Top Twenty Partners"  "Global Integration"
"456"  "INT_6008"  "% of Exports to the Top Fifty Partners"  "Global Integration"
"457"  "INT_6010"  "Total Number of Export Destinations"  "Global Integration"
"458"  "INT_64"  "Hirschmann-Herfindal Index of Concentration"  "Global Integration"
"459"  "SOC_002"  "Poverty rate: % of population with income below $5 a day"  "Social Outlook"
"460"  "SOC_001"  "Poverty rate: % of population with income below $3.1 a day"  "Social Outlook"
"461"  "SOC_042"  "Average years of completed schooling"  "Social Outlook"
"462"  "SOC_041"  "% attending school, 06-12 yrs age, Quint (all individuals)"  "Social Outlook"
"463"  "SOC_036"  "% of households with at least one child aged 0-5"  "Social Outlook"
"464"  "SOC_037"  "% of households with at least one member aged 60 or older"  "Social Outlook"
"465"  "SOC_038"  "Average Density (Number of Members per Room, proxy for crowding)"  "Social Outlook"
"466"  "SOC_039"  "% of households with access to piped water"  "Social Outlook"
"467"  "SOC_040"  "% of households with access to improved sanitation facilities"  "Social Outlook"
"468"  "SOC_006"  "Gini Coefficient of hourly wages"  "Social Outlook"
"469"  "SOC_005"  "Gini Coefficient of per capita household income"  "Social Outlook"
"470"  "SOC_044"  "% of Households with a Computer (only in recent surveys)"  "Social Outlook"
"471"  "SOC_045"  "% of Workers in Small Firms "  "Social Outlook"
"472"  "SOC_046"  "% of women in bottom quintile"  "Social Outlook"
"473"  "SOC_047"  "Employment Rate"  "Social Outlook"
"474"  "SOC_048"  "% of sample older than 64"  "Social Outlook"
"475"  "SOC_049"  "% of Workers in Agriculture, Hunting, Forestry, and Fishing"  "Social Outlook"
"476"  "SOC_050"  "% of households economically headed by females"  "Social Outlook"
"477"  "SOC_051"  "% of households with dirt floors"  "Social Outlook"
"478"  "SOC_054"  "% of youth in bottom quintile"  "Social Outlook"
"479"  "SOC_055"  "% Vulnerable people"  "Social Outlook"
"480"  "SOC_056"  "% of youth in top quintile"  "Social Outlook"
"481"  "SOC_057"  "% of Workers Self-Employed Female"  "Social Outlook"
"482"  "SOC_058"  "% Middle class people"  "Social Outlook"
"483"  "SOC_059"  "% of households with stable residential status (rent or own)"  "Social Outlook"
"484"  "SOC_060"  "% of households declared headed by females "  "Social Outlook"
"485"  "SOC_061"  "% completing no schooling"  "Social Outlook"
"486"  "SOC_062"  "% of households with at least one child aged 6-16"  "Social Outlook"
"487"  "SOC_063"  "Child Labor  (10-14 year olds)"  "Social Outlook"
"488"  "SOC_065"  "% of households receiving remittances from abroad"  "Economy"
"489"  "SOC_070"  "% of Workers Self-Employed"  "Social Outlook"
"490"  "SOC_071"  "% of Labor Force Female"  "Social Outlook"
"491"  "SOC_073"  "% of Workers Female"  "Social Outlook"
"492"  "SOC_074"  "% completing at least primary school "  "Social Outlook"
"493"  "SOC_075"  "% of sample younger than 18"  "Social Outlook"
"494"  "SOC_076"  "Average Monthly Work Hours from all Jobs"  "Social Outlook"
"495"  "INT_15892"  "Imports by Sector: Agricultural Raw Materials (Percentage)"  "Global Integration"
"496"  "INT_15802"  "Imports by Sector: Agricultural Raw Materials (Thousands of US$)"  "Global Integration"
"497"  "INT_15891"  "Imports by Sector: Food (Percentage)"  "Global Integration"
"498"  "INT_15801"  "Imports by Sector: Food (Thousands of US$)"  "Global Integration"
"499"  "INT_15894"  "Imports by Sector: Fuels (Percentage)"  "Global Integration"
"500"  "INT_15804"  "Imports by Sector: Fuels (Thousands of US$)"  "Global Integration"
"501"  "INT_15895"  "Imports by Sector: Manufactures (Percentage)"  "Global Integration"
"502"  "INT_15805"  "Imports by Sector: Manufactures (Thousands of US$)"  "Global Integration"
"503"  "INT_15893"  "Imports by Sector: Metals (Percentage)"  "Global Integration"
"504"  "INT_15803"  "Imports by Sector: Metals (Thousands of US$)"  "Global Integration"
"505"  "INT_15896"  "Imports by Sector: Other (Percentage)"  "Global Integration"
"506"  "INT_15806"  "Imports by Sector: Other (Thousands of US$)"  "Global Integration"
"507"  "INT_152022"  "Imports from ALADI"  "Global Integration"
"508"  "INT_152046"  "Imports from Antigua and Barbuda"  "Global Integration"
"509"  "INT_152052"  "Imports from Argentina"  "Global Integration"
"510"  "INT_152044"  "Imports from ASEAN"  "Global Integration"
"511"  "INT_152038"  "Imports from Bahamas"  "Global Integration"
"512"  "INT_152003"  "Imports from Barbados"  "Global Integration"
"513"  "INT_152002"  "Imports from Belize"  "Global Integration"
"514"  "INT_152032"  "Imports from Bolivia"  "Global Integration"
"515"  "INT_152025"  "Imports from Brazil"  "Global Integration"
"516"  "INT_152048"  "Imports from C.ANDINA"  "Global Integration"
"517"  "INT_152037"  "Imports from Canada"  "Global Integration"
"518"  "INT_152035"  "Imports from CARICOM"  "Global Integration"
"519"  "INT_152028"  "Imports from Chile"  "Global Integration"
"520"  "INT_152050"  "Imports from China"  "Global Integration"
"521"  "INT_152049"  "Imports from Colombia"  "Global Integration"
"522"  "INT_152015"  "Imports from Costa Rica"  "Global Integration"
"523"  "INT_152043"  "Imports from Dominica"  "Global Integration"
"524"  "INT_152026"  "Imports from Dominican Republic"  "Global Integration"
"525"  "INT_152019"  "Imports from Ecuador"  "Global Integration"
"526"  "INT_152011"  "Imports from El Salvador"  "Global Integration"
"527"  "INT_152014"  "Imports from G-3"  "Global Integration"
"528"  "INT_152024"  "Imports from Grenada"  "Global Integration"
"529"  "INT_152030"  "Imports from Guatemala"  "Global Integration"
"530"  "INT_152013"  "Imports from Guyana"  "Global Integration"
"531"  "INT_152051"  "Imports from Haiti"  "Global Integration"
"532"  "INT_152041"  "Imports from Honduras"  "Global Integration"
"533"  "INT_152006"  "Imports from Jamaica"  "Global Integration"
"534"  "INT_152017"  "Imports from Japan"  "Global Integration"
"535"  "INT_152023"  "Imports from Korea, Republic of"  "Global Integration"
"536"  "INT_152034"  "Imports from Latin America"  "Global Integration"
"537"  "INT_152042"  "Imports from Latin America and the Caribbean"  "Global Integration"
"538"  "INT_152027"  "Imports from MCCA"  "Global Integration"
"539"  "INT_152039"  "Imports from MERCOSUR"  "Global Integration"
"540"  "INT_152001"  "Imports from MERCOSUR, Chile, Bolivia"  "Global Integration"
"541"  "INT_152018"  "Imports from Mexico"  "Global Integration"
"542"  "INT_152031"  "Imports from Montserrat"  "Global Integration"
"543"  "INT_152033"  "Imports from NAFTA"  "Global Integration"
"544"  "INT_152045"  "Imports from Nicaragua"  "Global Integration"
"545"  "INT_152005"  "Imports from Panama"  "Global Integration"
"546"  "INT_152047"  "Imports from Paraguay"  "Global Integration"
"547"  "INT_152000"  "Imports from Peru"  "Global Integration"
"548"  "INT_152008"  "Imports from Rest of ALADI"  "Global Integration"
"549"  "INT_152004"  "Imports from Rest of Latinam."  "Global Integration"
"550"  "INT_152020"  "Imports from Saint Kitts and Nevis"  "Global Integration"
"551"  "INT_152007"  "Imports from Saint Lucia"  "Global Integration"
"552"  "INT_152021"  "Imports from Saint Vincent and the Grenadines"  "Global Integration"
"553"  "INT_152016"  "Imports from Suriname"  "Global Integration"
"554"  "INT_152010"  "Imports from Trinidad and Tobago"  "Global Integration"
"555"  "INT_152009"  "Imports from United States"  "Global Integration"
"556"  "INT_152036"  "Imports from Uruguay"  "Global Integration"
"557"  "INT_152012"  "Imports from Venezuela"  "Global Integration"
"558"  "INT_127"  "Imports of Goods: % of GDP"  "Global Integration"
"559"  "INT_181"  "Imports per capita"  "Global Integration"
"560"  "INT_14003"  "Number of Products Accounting for Fifty Percent of Imports"  "Global Integration"
"561"  "INT_14005"  "Number of Products Accounting for One Hundred Percent of Imports"  "Global Integration"
"562"  "INT_14004"  "Number of Products Accounting for Seventy Five Percent of Imports"  "Global Integration"
"563"  "INT_14001"  "Number of Products Accounting for Ten Percent of Imports"  "Global Integration"
"564"  "INT_14002"  "Number of Products Accounting for Twenty Five Percent of Imports"  "Global Integration"
"565"  "INT_15003"  "Percentage of Imports in Top Fifteen Products"  "Global Integration"
"566"  "INT_15005"  "Percentage of Imports in Top Fifty Products"  "Global Integration"
"567"  "INT_15009"  "Percentage of Imports in Top Five Hundred Products"  "Global Integration"
"568"  "INT_15001"  "Percentage of Imports in Top Five Products"  "Global Integration"
"569"  "INT_15007"  "Percentage of Imports in Top One Hundred Products"  "Global Integration"
"570"  "INT_15010"  "Percentage of Imports in Top One Thousand Products"  "Global Integration"
"571"  "INT_15006"  "Percentage of Imports in Top Seventy Five Products"  "Global Integration"
"572"  "INT_15002"  "Percentage of Imports in Top Ten Products"  "Global Integration"
"573"  "INT_15004"  "Percentage of Imports in Top Twenty Five Products"  "Global Integration"
"574"  "INT_15008"  "Percentage of Imports in Top Two Hundred Products"  "Global Integration"
"575"  "INT_152922"  "Share of imports from ALADI"  "Global Integration"
"576"  "INT_152946"  "Share of imports from Antigua and Barbuda"  "Global Integration"
"577"  "INT_152952"  "Share of imports from Argentina"  "Global Integration"
"578"  "INT_152944"  "Share of imports from ASEAN"  "Global Integration"
"579"  "INT_1524"  "Share of Imports from Asia"  "Global Integration"
"580"  "INT_152938"  "Share of imports from Bahamas"  "Global Integration"
"581"  "INT_152903"  "Share of imports from Barbados"  "Global Integration"
"582"  "INT_152902"  "Share of imports from Belize"  "Global Integration"
"583"  "INT_152932"  "Share of imports from Bolivia"  "Global Integration"
"584"  "INT_152925"  "Share of imports from Brazil"  "Global Integration"
"585"  "INT_152948"  "Share of imports from C.ANDINA"  "Global Integration"
"586"  "INT_152937"  "Share of imports from Canada"  "Global Integration"
"587"  "INT_152935"  "Share of imports from CARICOM"  "Global Integration"
"588"  "INT_152928"  "Share of imports from Chile"  "Global Integration"
"589"  "INT_152950"  "Share of imports from China"  "Global Integration"
"590"  "INT_152949"  "Share of imports from Colombia"  "Global Integration"
"591"  "INT_152915"  "Share of imports from Costa Rica"  "Global Integration"
"592"  "INT_152943"  "Share of imports from Dominica"  "Global Integration"
"593"  "INT_152926"  "Share of imports from Dominican Republic"  "Global Integration"
"594"  "INT_152919"  "Share of imports from Ecuador"  "Global Integration"
"595"  "INT_152911"  "Share of imports from El Salvador"  "Global Integration"
"596"  "INT_1523"  "Share of Imports from Europe"  "Global Integration"
"597"  "INT_152914"  "Share of imports from G-3"  "Global Integration"
"598"  "INT_152924"  "Share of imports from Grenada"  "Global Integration"
"599"  "INT_152930"  "Share of imports from Guatemala"  "Global Integration"
"600"  "INT_152913"  "Share of imports from Guyana"  "Global Integration"
"601"  "INT_152951"  "Share of imports from Haiti"  "Global Integration"
"602"  "INT_152940"  "Share of imports from Hemisphere"  "Global Integration"
"603"  "INT_152941"  "Share of imports from Honduras"  "Global Integration"
"604"  "INT_152906"  "Share of imports from Jamaica"  "Global Integration"
"605"  "INT_152917"  "Share of imports from Japan"  "Global Integration"
"606"  "INT_152923"  "Share of imports from Korea, Republic of"  "Global Integration"
"607"  "INT_1521"  "Share of Imports from LAC"  "Global Integration"
"608"  "INT_152934"  "Share of imports from Latin America"  "Global Integration"
"609"  "INT_152942"  "Share of imports from Latin America and the Caribbean"  "Global Integration"
"610"  "INT_152939"  "Share of imports from MERCOSUR"  "Global Integration"
"611"  "INT_152901"  "Share of imports from MERCOSUR, Chile, Bolivia"  "Global Integration"
"612"  "INT_152918"  "Share of imports from Mexico"  "Global Integration"
"613"  "INT_152931"  "Share of imports from Montserrat"  "Global Integration"
"614"  "INT_152933"  "Share of imports from NAFTA"  "Global Integration"
"615"  "INT_152945"  "Share of imports from Nicaragua"  "Global Integration"
"616"  "INT_1522"  "Share of Imports from North America"  "Global Integration"
"617"  "INT_152905"  "Share of imports from Panama"  "Global Integration"
"618"  "INT_152947"  "Share of imports from Paraguay"  "Global Integration"
"619"  "INT_152900"  "Share of imports from Peru"  "Global Integration"
"620"  "INT_152908"  "Share of imports from Rest of ALADI"  "Global Integration"
"621"  "INT_152904"  "Share of imports from Rest of Latinam."  "Global Integration"
"622"  "INT_152920"  "Share of imports from Saint Kitts and Nevis"  "Global Integration"
"623"  "INT_152907"  "Share of imports from Saint Lucia"  "Global Integration"
"624"  "INT_152921"  "Share of imports from Saint Vincent and the Grenadines"  "Global Integration"
"625"  "INT_152916"  "Share of imports from Suriname"  "Global Integration"
"626"  "INT_152910"  "Share of imports from Trinidad and Tobago"  "Global Integration"
"627"  "INT_152909"  "Share of imports from United States"  "Global Integration"
"628"  "INT_152936"  "Share of imports from Uruguay"  "Global Integration"
"629"  "INT_152912"  "Share of imports from Venezuela"  "Global Integration"
"630"  "INT_138"  "Share of Imports to FTA partners"  "Global Integration"
"631"  "INT_1573"  "Share of Medium and High-Technology Products in Imports"  "Global Integration"
"632"  "INT_1571"  "Share of Primary Products in Imports"  "Global Integration"
"633"  "INT_1572"  "Share of Resource-Based and Low-Technology Products in Imports"  "Global Integration"
"634"  "INT_15795"  "Technological Content of Imports: High-Technology Manufactures (Percentage)"  "Global Integration"
"635"  "INT_15705"  "Technological Content of Imports: High-Technology Manufactures (Thousands of US$)"  "Global Integration"
"636"  "INT_15793"  "Technological Content of Imports: Low-Technology Manufactures (Percentage)"  "Global Integration"
"637"  "INT_15703"  "Technological Content of Imports: Low-Technology Manufactures (Thousands of US$)"  "Global Integration"
"638"  "INT_15794"  "Technological Content of Imports: Medium Technology Manufactures (Percentage)"  "Global Integration"
"639"  "INT_15704"  "Technological Content of Imports: Medium Technology Manufactures (Thousands of US$)"  "Global Integration"
"640"  "INT_15796"  "Technological Content of Imports: Other (Percentage)"  "Global Integration"
"641"  "INT_15706"  "Technological Content of Imports: Other (Thousands of US$)"  "Global Integration"
"642"  "INT_15791"  "Technological Content of Imports: Primary Products (Percentage)"  "Global Integration"
"643"  "INT_15701"  "Technological Content of Imports: Primary Products (Thousands of US$)"  "Global Integration"
"644"  "INT_15792"  "Technological Content of Imports: Resource-Based Manufactures (Percentage)"  "Global Integration"
"645"  "INT_15702"  "Technological Content of Imports: Resource-Based Manufactures (Thousands of US$)"  "Global Integration"
"646"  "SOC_091"  "% of  salaried employees affiliated w/ social security system, Female, No quint data, 15-64 age"  "Social Outlook"
"647"  "SOC_1007"  "% of people aged 65 or older who receive a non-contributory pension, Male, Quint (all individuals), Low Edn"  "Social Outlook"
"648"  "SOC_1011"  "% completing at least sec school, Rural, Male, Quint (all individuals), 25-49 age "  "Social Outlook"
"649"  "SOC_1035"  "% of  salaried employees affiliated w/ social security system, Middle Quint, 15-64 age, High Edn"  "Social Outlook"
"650"  "SOC_1039"  "% completing at least sec school, Urban, Female, Quint (all individuals), 25-49 age "  "Social Outlook"
"651"  "SOC_105"  "Unemployment Rate, Rural, Male, No quint data, 15-64 age "  "Social Outlook"
"652"  "SOC_1050"  "Employment Rate, Rural, Female, No quint data, 15-64 age "  "Social Outlook"
"653"  "SOC_1057"  "% completing at least sec school, Male, Middle Quint, 18-20 age "  "Social Outlook"
"654"  "SOC_1068"  "% of Workers Self-Employed, Male, No quint data, 50-64 age, Low Edn"  "Social Outlook"
"655"  "SOC_1070"  "% of labor force with technical tertiary edn, Rural, Upper Quint, 15-64 age "  "Social Outlook"
"656"  "SOC_1098"  "% of households with electricity, Urban, Middle Quint"  "Social Outlook"
"657"  "SOC_1100"  "% of Workers Self-Employed, Male, No quint data, 50-64 age "  "Social Outlook"
"658"  "SOC_1127"  "Employment Rate, Female, No quint data, 15-64 age "  "Social Outlook"
"659"  "SOC_1131"  "% completing at least sec school, Male, Lowest Quint, 18-20 age "  "Social Outlook"
"660"  "SOC_1132"  "% completing at least sec school, Urban, Female, Quint (all individuals), 50-64 age "  "Social Outlook"
"661"  "SOC_1139"  "% of sample older than 64, Female, No quint data"  "Social Outlook"
"662"  "SOC_1141"  "% completing at least primary school, Urban, Lowest Quint, 12-14 age "  "Social Outlook"
"663"  "SOC_1148"  "% completing at least primary school, Male, Middle Quint, 15-17 age "  "Social Outlook"
"664"  "SOC_1156"  "% of labor force with technical tertiary edn, Female, Middle Quint, 15-64 age "  "Social Outlook"
"665"  "SOC_1162"  "% of people aged 65 or older who receive a non-contributory pension, Upper Quint, Low Edn"  "Social Outlook"
"666"  "SOC_1168"  "% of households with at least one member aged 60 or older, Rural, Upper Quint"  "Social Outlook"
"667"  "SOC_1173"  "Unemployment Rate, Female, No quint data, 50-64 age, High Edn"  "Social Outlook"
"668"  "SOC_1183"  "% completing at least primary school, Male, Quint (all individuals), 25-49 age "  "Social Outlook"
"669"  "SOC_1199"  "Unemployment Rate, Urban, No quint data, 25-49 age, High Edn"  "Social Outlook"
"670"  "SOC_1202"  "% of people aged 65 or older who receive a retirement pension, Female, Middle Quint"  "Social Outlook"
"671"  "SOC_1249"  "% of  salaried employees affiliated w/ social security system, Rural, Female, No quint data, 50-64 age "  "Social Outlook"
"672"  "SOC_1272"  "% completing at least 1 yr of post-sec school, Male, Middle Quint, 50-64 age "  "Social Outlook"
"673"  "SOC_128"  "% of people aged 65 or older who receive a retirement pension, Urban, Upper Quint"  "Social Outlook"
"674"  "SOC_1286"  "% of  salaried employees affiliated w/ social security system, Urban, No quint data, 50-64 age, High Edn"  "Social Outlook"
"675"  "SOC_1292"  "% of Households with a Computer (only in recent surveys), Rural, Upper Quint"  "Social Outlook"
"676"  "SOC_1294"  "% of households declared headed by females, Rural, Lowest Quint"  "Social Outlook"
"677"  "SOC_1301"  "% of households with at least one child aged 6-16, Urban, Lowest Quint"  "Social Outlook"
"678"  "SOC_1304"  "% completing at least primary school, Urban, Upper Quint, 12-14 age "  "Social Outlook"
"679"  "SOC_1309"  "% completing at least primary school, Urban, Upper Quint, 25-49 age "  "Social Outlook"
"680"  "SOC_1326"  "% completing at least sec school, Rural, Lowest Quint, 25-49 age "  "Social Outlook"
"681"  "SOC_1328"  "% completing at least primary school, Female, Quint (all individuals), 15-64 age "  "Social Outlook"
"682"  "SOC_1334"  "% completing at least primary school, Urban, Female, Quint (all individuals), 15-64 age "  "Social Outlook"
"683"  "SOC_1339"  "% completing at least primary school, Rural, Upper Quint, 25-49 age "  "Social Outlook"
"684"  "SOC_1342"  "% of Workers Self-Employed Female, Urban, No quint data, 15-64 age, High Edn"  "Social Outlook"
"685"  "SOC_1345"  "% of Workers Self-Employed, Male, No quint data, 15-64 age "  "Social Outlook"
"686"  "SOC_1348"  "Employment Rate, Female, Middle Quint, 15-64 age "  "Social Outlook"
"687"  "SOC_1355"  "% of households declared headed by females, Rural, Middle Quint"  "Social Outlook"
"688"  "SOC_1364"  "Unemployment Rate, No quint data, 15-24 age, Low Edn"  "Social Outlook"
"689"  "SOC_1368"  "% completing at least sec school, Urban, Female, Quint (all individuals), 18-20 age "  "Social Outlook"
"690"  "SOC_1400"  "Unemployment Rate, Urban, No quint data, 50-64 age, High Edn"  "Social Outlook"
"691"  "SOC_1408"  "% of people aged 65 or older who receive a non-contributory pension, Rural, Male, Quint (all individuals)"  "Social Outlook"
"692"  "SOC_1412"  "Unemployment Rate, Rural, No quint data, 15-24 age, Low Edn"  "Social Outlook"
"693"  "SOC_1427"  "% completing at least primary school, Rural, Lowest Quint, 12-14 age "  "Social Outlook"
"694"  "SOC_1432"  "Unemployment Rate, Male, Middle Quint, 15-64 age "  "Social Outlook"
"695"  "SOC_1435"  "% of people aged 65 or older who receive a retirement pension, Quint (all individuals), High Edn"  "Social Outlook"
"696"  "SOC_1436"  "% of  salaried employees affiliated w/ social security system, Male, Upper Quint, 15-64 age "  "Social Outlook"
"697"  "SOC_1473"  "% completing at least primary school, Female, Quint (all individuals), 15-17 age "  "Social Outlook"
"698"  "SOC_1487"  "% completing at least 1 yr of post-sec school, Rural, Female, Quint (all individuals), 21-24 age"  "Social Outlook"
"699"  "SOC_1488"  "% of Workers Self-Employed Female, Rural, No quint data, 15-64 age, Low Edn"  "Social Outlook"
"700"  "SOC_149"  "% of labor force with technical tertiary edn, Male, No quint data, 25-49 age "  "Social Outlook"
"701"  "SOC_1493"  "Employment Rate, Male, No quint data, 15-24 age, Low Edn"  "Social Outlook"
"702"  "SOC_1495"  "% completing at least primary school, Female, Quint (all individuals), 50-64 age "  "Social Outlook"
"703"  "SOC_1497"  "% of labor force with technical tertiary edn, Urban, Male, No quint data, 25-49 age "  "Social Outlook"
"704"  "SOC_1499"  "% of Labor Force Female, No quint data, 15-24 age, Low Edn"  "Social Outlook"
"705"  "SOC_1504"  "Unemployment Rate, Rural, No quint data, 50-64 age, High Edn"  "Social Outlook"
"706"  "SOC_1510"  "% of Labor Force Female, No quint data, 50-64 age, Low Edn"  "Social Outlook"
"707"  "SOC_1516"  "% of Workers Self-Employed, Urban, No quint data, 50-64 age, High Edn"  "Social Outlook"
"708"  "SOC_1519"  "% completing at least sec school, Male, Quint (all individuals), 18-20 age "  "Social Outlook"
"709"  "SOC_1549"  "% of people aged 65 or older who receive a non-contributory pension, Male, Quint (all individuals)"  "Social Outlook"
"710"  "SOC_1560"  "% completing at least primary school, Rural, Upper Quint, 15-24 age "  "Social Outlook"
"711"  "SOC_157"  "% completing at least 1 yr of post-sec school, Urban, Upper Quint, 18-20 age "  "Social Outlook"
